landmarks,label
"[ 6.68300688e-01  7.14952052e-01 -2.28826138e-07  7.17902720e-01
  6.33600831e-01 -1.16689038e-02  7.46014953e-01  5.05010545e-01
 -3.20006236e-02  7.50003934e-01  3.88704121e-01 -4.69086543e-02
  7.65650570e-01  2.97360897e-01 -6.33689463e-02  7.89608598e-01
  5.32875717e-01 -7.06804246e-02  7.45300055e-01  3.98852110e-01
 -9.36594829e-02  7.09749639e-01  3.38496625e-01 -1.01776138e-01
  6.82147026e-01  2.96095312e-01 -1.08282112e-01  7.37764835e-01
  5.46165407e-01 -7.70786628e-02  6.87703371e-01  4.13565010e-01
 -9.33389664e-02  6.79555058e-01  4.44890022e-01 -8.27214941e-02
  6.90789580e-01  4.86431718e-01 -8.08055997e-02  6.79617941e-01
  5.56161821e-01 -8.14581737e-02  6.41535699e-01  4.36068833e-01
 -9.55353677e-02  6.34188831e-01  4.72235292e-01 -7.14102983e-02
  6.45275831e-01  5.10024369e-01 -5.98147996e-02  6.23035073e-01
  5.60519457e-01 -8.59789774e-02  5.99533796e-01  4.69751745e-01
 -9.82369781e-02  5.96609414e-01  5.01361310e-01 -8.42054635e-02
  6.05342269e-01  5.29765666e-01 -7.62536675e-02]",bts ke chode
"[ 6.67832971e-01  7.04079509e-01 -2.32670416e-07  7.21229911e-01
  6.27559185e-01 -1.12177543e-02  7.48727322e-01  4.99341875e-01
 -2.96167303e-02  7.51357555e-01  3.81334901e-01 -4.29209247e-02
  7.66565382e-01  2.92861521e-01 -5.79074211e-02  7.87951112e-01
  5.33374965e-01 -6.41113445e-02  7.41579771e-01  4.01531726e-01
 -8.79343525e-02  7.07746983e-01  3.38497460e-01 -9.75863263e-02
  6.81367695e-01  2.91499585e-01 -1.04960747e-01  7.35032320e-01
  5.46117425e-01 -7.07834661e-02  6.85928702e-01  4.10002440e-01
 -8.93921480e-02  6.78737044e-01  4.40374464e-01 -8.17487687e-02
  6.88875437e-01  4.81984317e-01 -8.04056302e-02  6.76886737e-01
  5.55959165e-01 -7.55496621e-02  6.40347600e-01  4.35230017e-01
 -9.27875340e-02  6.34388983e-01  4.68854725e-01 -7.06612170e-02
  6.44457757e-01  5.05165398e-01 -5.82561195e-02  6.19794250e-01
  5.60244739e-01 -8.01657513e-02  5.98382652e-01  4.67375636e-01
 -9.35132504e-02  5.97331762e-01  4.98152941e-01 -7.91795030e-02
  6.05669737e-01  5.26578784e-01 -6.98564127e-02]",bts ke chode
"[ 6.66884899e-01  7.12366343e-01 -2.55293941e-07  7.19560385e-01
  6.36254668e-01 -1.20331077e-02  7.50769496e-01  5.04885674e-01
 -2.95705386e-02  7.56930351e-01  3.84389937e-01 -4.25768271e-02
  7.67850101e-01  2.92452574e-01 -5.73277213e-02  7.84972072e-01
  5.35643220e-01 -6.06703088e-02  7.40816534e-01  4.03111309e-01
 -8.46629292e-02  7.08960235e-01  3.41427684e-01 -9.40918028e-02
  6.87335014e-01  2.95233727e-01 -1.01106755e-01  7.34473586e-01
  5.48899055e-01 -6.69557229e-02  6.86081052e-01  4.17039335e-01
 -8.70892778e-02  6.76263332e-01  4.47990030e-01 -8.00722018e-02
  6.87004089e-01  4.88047093e-01 -7.84603134e-02  6.77850068e-01
  5.58098018e-01 -7.18831122e-02  6.40513301e-01  4.38661307e-01
 -9.18262675e-02  6.33528411e-01  4.73756164e-01 -7.14940429e-02
  6.45646155e-01  5.12440741e-01 -5.92294335e-02  6.20842516e-01
  5.61242163e-01 -7.66948238e-02  6.00592256e-01  4.70504075e-01
 -9.29182321e-02  5.98610222e-01  5.03233850e-01 -8.07641670e-02
  6.07510448e-01  5.35306931e-01 -7.21370801e-02]",bts ke chode
"[ 6.67956173e-01  7.13384986e-01 -2.50991718e-07  7.19918549e-01
  6.34208262e-01 -1.12871472e-02  7.50380874e-01  5.02231121e-01
 -2.96152458e-02  7.57548392e-01  3.82624954e-01 -4.33019698e-02
  7.68543601e-01  2.90950239e-01 -5.87881282e-02  7.85181761e-01
  5.33654034e-01 -6.40573055e-02  7.40313888e-01  4.02528524e-01
 -8.76420513e-02  7.09652841e-01  3.41780156e-01 -9.62421894e-02
  6.88600659e-01  2.95280874e-01 -1.02964483e-01  7.34214067e-01
  5.48678279e-01 -7.12890029e-02  6.86012924e-01  4.16023761e-01
 -9.08138976e-02  6.77396059e-01  4.46927220e-01 -8.25916082e-02
  6.88158631e-01  4.87073928e-01 -8.06819573e-02  6.77431464e-01
  5.59678912e-01 -7.68235773e-02  6.40524924e-01  4.39852297e-01
 -9.58345756e-02  6.33586287e-01  4.74450111e-01 -7.42751285e-02
  6.45226717e-01  5.12005270e-01 -6.18744045e-02  6.20830774e-01
  5.64447165e-01 -8.22020695e-02  5.99815965e-01  4.72906500e-01
 -9.72694829e-02  5.97813487e-01  5.04752040e-01 -8.41518566e-02
  6.06294036e-01  5.35398841e-01 -7.54797608e-02]",bts ke chode
"[ 6.68346643e-01  7.14189589e-01 -2.69029812e-07  7.19973862e-01
  6.33749127e-01 -1.06058102e-02  7.50004351e-01  5.02061665e-01
 -2.89008375e-02  7.57402182e-01  3.83077890e-01 -4.28907089e-02
  7.68925548e-01  2.91110456e-01 -5.86567335e-02  7.86541700e-01
  5.32262027e-01 -6.25487342e-02  7.41877079e-01  4.01596963e-01
 -8.71887133e-02  7.09870160e-01  3.41680735e-01 -9.67505202e-02
  6.86581075e-01  2.96448827e-01 -1.03795081e-01  7.35989988e-01
  5.48091590e-01 -7.03266189e-02  6.85628593e-01  4.15488243e-01
 -9.02671888e-02  6.76485300e-01  4.47696090e-01 -8.22418556e-02
  6.87773526e-01  4.87890154e-01 -8.04715604e-02  6.79020166e-01
  5.59834599e-01 -7.65918642e-02  6.40217423e-01  4.39551055e-01
 -9.62455496e-02  6.32895470e-01  4.75564033e-01 -7.42601082e-02
  6.45024359e-01  5.13350070e-01 -6.14942499e-02  6.21932805e-01
  5.65160871e-01 -8.26771408e-02  5.99922121e-01  4.72854525e-01
 -9.82128605e-02  5.97108543e-01  5.05964160e-01 -8.45686644e-02
  6.05259836e-01  5.37330449e-01 -7.54257739e-02]",bts ke chode
"[ 6.69216037e-01  7.19116330e-01 -2.58633207e-07  7.22134888e-01
  6.40396595e-01 -1.15585998e-02  7.50589490e-01  5.06401420e-01
 -3.04710567e-02  7.55611658e-01  3.85073662e-01 -4.42577340e-02
  7.73220062e-01  2.93157727e-01 -5.96100241e-02  7.88754284e-01
  5.40255606e-01 -6.52597174e-02  7.46836245e-01  4.04277802e-01
 -8.85755643e-02  7.12460279e-01  3.40716839e-01 -9.80129763e-02
  6.84932172e-01  2.93089807e-01 -1.05357826e-01  7.35208154e-01
  5.53776801e-01 -7.18068928e-02  6.89162374e-01  4.15728986e-01
 -8.86590555e-02  6.82576776e-01  4.45560336e-01 -7.96735436e-02
  6.93815172e-01  4.86730456e-01 -7.82774091e-02  6.76261604e-01
  5.64205706e-01 -7.66036808e-02  6.42309308e-01  4.38058019e-01
 -9.29575339e-02  6.36584163e-01  4.74283218e-01 -7.02142939e-02
  6.48022294e-01  5.12548089e-01 -5.82293272e-02  6.19063914e-01
  5.68481207e-01 -8.13263059e-02  5.98996580e-01  4.72263455e-01
 -9.51868147e-02  5.98301470e-01  5.05663216e-01 -8.11245218e-02
  6.07068121e-01  5.37540078e-01 -7.24071190e-02]",bts ke chode
"[ 6.67322338e-01  7.15468287e-01 -2.63610872e-07  7.19041169e-01
  6.36857688e-01 -1.07527282e-02  7.47475922e-01  5.04841089e-01
 -2.88577378e-02  7.54507422e-01  3.84895533e-01 -4.21610735e-02
  7.72830486e-01  2.94393361e-01 -5.72575666e-02  7.87895441e-01
  5.39031386e-01 -6.44288659e-02  7.45391905e-01  4.01993096e-01
 -8.79051983e-02  7.12274194e-01  3.38726372e-01 -9.72322002e-02
  6.88257217e-01  2.92738169e-01 -1.04343325e-01  7.35428274e-01
  5.53320646e-01 -7.14243352e-02  6.87532425e-01  4.15358335e-01
 -8.95470083e-02  6.78128660e-01  4.45406884e-01 -8.12214911e-02
  6.88586116e-01  4.87258613e-01 -7.97423050e-02  6.76188886e-01
  5.63239098e-01 -7.66160563e-02  6.40707552e-01  4.38811481e-01
 -9.38027725e-02  6.33283496e-01  4.74146068e-01 -7.16391057e-02
  6.44357264e-01  5.13068140e-01 -5.95002472e-02  6.17605090e-01
  5.66645503e-01 -8.16173404e-02  5.97585678e-01  4.70385581e-01
 -9.53954458e-02  5.96500218e-01  5.02832532e-01 -8.14779848e-02
  6.05436742e-01  5.35055757e-01 -7.25827515e-02]",bts ke chode
"[ 6.68090880e-01  7.16658056e-01 -2.53723471e-07  7.19022989e-01
  6.38618469e-01 -1.19355936e-02  7.47456551e-01  5.05227685e-01
 -3.06730811e-02  7.53991604e-01  3.85999918e-01 -4.40992229e-02
  7.71912813e-01  2.94747978e-01 -5.93911447e-02  7.87443697e-01
  5.39110661e-01 -6.76219612e-02  7.44049728e-01  4.00763899e-01
 -9.01370794e-02  7.11615026e-01  3.38053703e-01 -9.84061956e-02
  6.88902259e-01  2.92412192e-01 -1.05058901e-01  7.34734416e-01
  5.53030789e-01 -7.38858581e-02  6.87435150e-01  4.15485114e-01
 -9.12840813e-02  6.78541780e-01  4.45743531e-01 -8.21550339e-02
  6.88763857e-01  4.87772018e-01 -8.04172605e-02  6.75428808e-01
  5.62563062e-01 -7.81754181e-02  6.40216112e-01  4.38147128e-01
 -9.47441682e-02  6.33526206e-01  4.74222034e-01 -7.25261346e-02
  6.44480824e-01  5.13504088e-01 -6.07410036e-02  6.17316842e-01
  5.65337360e-01 -8.23216885e-02  5.97789526e-01  4.70689058e-01
 -9.65557843e-02  5.96557081e-01  5.04067361e-01 -8.32303911e-02
  6.04957998e-01  5.36254823e-01 -7.48421997e-02]",bts ke chode
"[ 6.68201983e-01  7.15703011e-01 -2.49313473e-07  7.19506502e-01
  6.38636112e-01 -1.23352595e-02  7.47435510e-01  5.05529881e-01
 -3.06299869e-02  7.53810287e-01  3.85044605e-01 -4.37877998e-02
  7.72598624e-01  2.94773459e-01 -5.86482622e-02  7.87788749e-01
  5.39436221e-01 -6.44605160e-02  7.45719254e-01  4.02150601e-01
 -8.86122957e-02  7.11579382e-01  3.38555217e-01 -9.88701805e-02
  6.85819924e-01  2.92259991e-01 -1.06526926e-01  7.34697700e-01
  5.53176463e-01 -7.04467520e-02  6.87436998e-01  4.15861607e-01
 -8.93269405e-02  6.79489136e-01  4.46827382e-01 -8.16277117e-02
  6.90485835e-01  4.89049494e-01 -8.02718475e-02  6.75072193e-01
  5.62703431e-01 -7.48691857e-02  6.40410304e-01  4.39089388e-01
 -9.29547697e-02  6.33616626e-01  4.75453109e-01 -7.13458881e-02
  6.44624650e-01  5.14460564e-01 -5.91177754e-02  6.16721272e-01
  5.66053391e-01 -7.92141557e-02  5.96985996e-01  4.71134007e-01
 -9.37863439e-02  5.96165240e-01  5.04572332e-01 -8.03097636e-02
  6.05019271e-01  5.36373138e-01 -7.14309439e-02]",bts ke chode
"[ 6.66615665e-01  7.12154150e-01 -2.61258890e-07  7.18832612e-01
  6.34614706e-01 -1.24917822e-02  7.48020768e-01  5.02881408e-01
 -3.15378681e-02  7.54906058e-01  3.86558354e-01 -4.53964807e-02
  7.71974683e-01  2.96734273e-01 -6.11052997e-02  7.85849929e-01
  5.37529111e-01 -6.84949979e-02  7.44312525e-01  3.98269534e-01
 -9.25351009e-02  7.09980190e-01  3.36258829e-01 -1.01862632e-01
  6.85298681e-01  2.92683810e-01 -1.08913332e-01  7.32940078e-01
  5.52937627e-01 -7.46345744e-02  6.84043229e-01  4.16860700e-01
 -9.37237814e-02  6.74443066e-01  4.46359068e-01 -8.56947601e-02
  6.85022295e-01  4.87519443e-01 -8.47041309e-02  6.73680007e-01
  5.63680172e-01 -7.88806528e-02  6.37056231e-01  4.37654912e-01
 -9.70962420e-02  6.30629003e-01  4.74043339e-01 -7.47467428e-02
  6.41887903e-01  5.14552414e-01 -6.26554638e-02  6.15513861e-01
  5.67886651e-01 -8.29764903e-02  5.95906615e-01  4.71337795e-01
 -9.84227061e-02  5.94720006e-01  5.05215764e-01 -8.45879465e-02
  6.03429675e-01  5.39362192e-01 -7.56337866e-02]",bts ke chode
"[ 6.67269886e-01  7.12793946e-01 -2.61017959e-07  7.19558656e-01
  6.36501968e-01 -1.18414313e-02  7.48664796e-01  5.04332185e-01
 -3.01174261e-02  7.54234135e-01  3.86978030e-01 -4.36231345e-02
  7.71214485e-01  2.97118068e-01 -5.90494946e-02  7.86532044e-01
  5.39885879e-01 -6.49334341e-02  7.46072292e-01  4.00879860e-01
 -8.92938301e-02  7.11841285e-01  3.37514579e-01 -9.97784436e-02
  6.87251568e-01  2.92749286e-01 -1.07590064e-01  7.33051598e-01
  5.54117203e-01 -7.13551864e-02  6.86183155e-01  4.17696625e-01
 -9.05402601e-02  6.76315129e-01  4.46386784e-01 -8.35904628e-02
  6.86570585e-01  4.86868024e-01 -8.31479430e-02  6.73372149e-01
  5.64349651e-01 -7.60057420e-02  6.38494372e-01  4.37433332e-01
 -9.44874659e-02  6.32397771e-01  4.72914547e-01 -7.27446005e-02
  6.43278062e-01  5.13374686e-01 -6.07420839e-02  6.14707589e-01
  5.68233311e-01 -8.04795846e-02  5.96769094e-01  4.70784754e-01
 -9.59737748e-02  5.96151352e-01  5.03853083e-01 -8.21621791e-02
  6.04540169e-01  5.38222253e-01 -7.30300322e-02]",bts ke chode
"[ 6.63863480e-01  7.13937461e-01 -2.38815801e-07  7.17804372e-01
  6.39496088e-01 -1.56669021e-02  7.48853624e-01  5.06265342e-01
 -3.52638103e-02  7.54799366e-01  3.85566771e-01 -4.93110232e-02
  7.73914397e-01  2.96120226e-01 -6.49624392e-02  7.84699380e-01
  5.44802010e-01 -6.71651885e-02  7.42742181e-01  4.07053679e-01
 -9.37529206e-02  7.09950447e-01  3.41053545e-01 -1.05103061e-01
  6.85986876e-01  2.91867495e-01 -1.13450781e-01  7.31691360e-01
  5.59415162e-01 -7.28553906e-02  6.85687482e-01  4.15394545e-01
 -9.66723934e-02  6.76547527e-01  4.46818322e-01 -9.10709873e-02
  6.86795831e-01  4.91340548e-01 -8.96996185e-02  6.72960043e-01
  5.69698155e-01 -7.71923363e-02  6.36968911e-01  4.39473361e-01
 -1.00009501e-01  6.30782008e-01  4.75700378e-01 -7.89159015e-02
  6.43089116e-01  5.16577899e-01 -6.54943809e-02  6.15165770e-01
  5.72754204e-01 -8.16243887e-02  5.95386624e-01  4.73967463e-01
 -1.00032873e-01  5.94415545e-01  5.08101702e-01 -8.71031284e-02
  6.03688776e-01  5.43049693e-01 -7.76792541e-02]",bts ke chode
"[ 6.64929509e-01  7.13472009e-01 -2.34537765e-07  7.19119191e-01
  6.37501061e-01 -1.58617068e-02  7.49742746e-01  5.03790736e-01
 -3.62976864e-02  7.55450130e-01  3.83426666e-01 -5.13034575e-02
  7.74612308e-01  2.94337332e-01 -6.79915920e-02  7.83703446e-01
  5.44507384e-01 -6.85536861e-02  7.40916789e-01  4.05615330e-01
 -9.58509520e-02  7.09280789e-01  3.39030564e-01 -1.07772991e-01
  6.87096536e-01  2.89717913e-01 -1.16586708e-01  7.29885817e-01
  5.59597611e-01 -7.47178644e-02  6.86208367e-01  4.13621217e-01
 -9.86439064e-02  6.77251995e-01  4.43561435e-01 -9.31449533e-02
  6.86876833e-01  4.88554925e-01 -9.22419876e-02  6.71236575e-01
  5.70666552e-01 -7.94970542e-02  6.37967646e-01  4.38729852e-01
 -1.02584049e-01  6.31893694e-01  4.73592162e-01 -8.13225806e-02
  6.43755078e-01  5.15117645e-01 -6.79812506e-02  6.13933861e-01
  5.74414313e-01 -8.44165608e-02  5.96125722e-01  4.73643482e-01
 -1.03032812e-01  5.95728755e-01  5.06620228e-01 -8.99658129e-02
  6.04718924e-01  5.42489290e-01 -8.05936307e-02]",bts ke chode
"[ 6.62110567e-01  7.16319084e-01 -2.69904177e-07  7.13811696e-01
  6.37518227e-01 -1.62702855e-02  7.43274748e-01  5.02080858e-01
 -3.62954438e-02  7.50381887e-01  3.81259292e-01 -5.12064286e-02
  7.70280063e-01  2.89669871e-01 -6.73660859e-02  7.82859206e-01
  5.38751721e-01 -6.62375093e-02  7.38833845e-01  3.98430645e-01
 -9.24128667e-02  7.05009818e-01  3.39080036e-01 -1.02232821e-01
  6.83817029e-01  2.98177958e-01 -1.09429449e-01  7.30218589e-01
  5.55844128e-01 -7.17693642e-02  6.81636214e-01  4.17624086e-01
 -9.67426002e-02  6.70890093e-01  4.48273510e-01 -9.18734148e-02
  6.81326568e-01  4.89365399e-01 -9.13406983e-02  6.71484530e-01
  5.67376733e-01 -7.61282444e-02  6.32894576e-01  4.40573096e-01
 -1.01318426e-01  6.26773000e-01  4.77042317e-01 -8.14981908e-02
  6.39152646e-01  5.18182218e-01 -6.88137189e-02  6.13455415e-01
  5.71310282e-01 -8.04575458e-02  5.92122495e-01  4.73708630e-01
 -1.01726435e-01  5.90671062e-01  5.08350074e-01 -9.04820487e-02
  6.00232184e-01  5.43731928e-01 -8.18721130e-02]",bts ke chode
"[ 6.62753403e-01  7.16468692e-01 -3.01108003e-07  7.15104580e-01
  6.39390588e-01 -1.76870842e-02  7.46159673e-01  5.03182888e-01
 -3.68334092e-02  7.53105402e-01  3.81003976e-01 -5.02948314e-02
  7.68565416e-01  2.89604247e-01 -6.42069653e-02  7.81683862e-01
  5.37360430e-01 -6.85700774e-02  7.39021540e-01  3.95918906e-01
 -9.30598378e-02  7.08711565e-01  3.60418320e-01 -9.97112244e-02
  6.95968032e-01  3.41601312e-01 -1.04381941e-01  7.28678584e-01
  5.54255307e-01 -7.26253092e-02  6.80801153e-01  4.17355239e-01
 -9.70919058e-02  6.68954849e-01  4.47719216e-01 -9.15963873e-02
  6.78952157e-01  4.88847107e-01 -9.04984325e-02  6.70638323e-01
  5.64862549e-01 -7.53540471e-02  6.32153571e-01  4.40068245e-01
 -9.99712721e-02  6.25932574e-01  4.74743456e-01 -8.14393610e-02
  6.38050199e-01  5.14422238e-01 -6.97261617e-02  6.12831533e-01
  5.67935705e-01 -7.79798329e-02  5.91609538e-01  4.73558038e-01
 -9.87317115e-02  5.90450764e-01  5.06617904e-01 -8.87220576e-02
  5.99869609e-01  5.40341735e-01 -8.10684785e-02]",bts ke chode
"[ 6.65043473e-01  7.14981794e-01 -2.69959543e-07  7.10843801e-01
  6.29379153e-01 -1.61575936e-02  7.35781193e-01  4.91345257e-01
 -3.71147394e-02  7.43867874e-01  3.68808508e-01 -5.23770116e-02
  7.61282384e-01  2.76629627e-01 -6.94037676e-02  7.78281510e-01
  5.36418676e-01 -7.15337843e-02  7.31745183e-01  3.96936238e-01
 -9.80446190e-02  6.97774589e-01  3.29249859e-01 -1.08576156e-01
  6.73108280e-01  2.76343018e-01 -1.16773471e-01  7.28242040e-01
  5.53464532e-01 -7.71224573e-02  6.74845576e-01  4.12172049e-01
 -9.92843807e-02  6.66010201e-01  4.43434685e-01 -9.15215537e-02
  6.77511215e-01  4.84704971e-01 -9.03657749e-02  6.70951843e-01
  5.65039635e-01 -8.13452452e-02  6.29197478e-01  4.36582893e-01
 -1.02861449e-01  6.22498930e-01  4.73350763e-01 -8.06051493e-02
  6.34579778e-01  5.13434887e-01 -6.78060353e-02  6.14005327e-01
  5.69003761e-01 -8.58278051e-02  5.88782310e-01  4.71019447e-01
 -1.03610672e-01  5.87207437e-01  5.03555417e-01 -9.10027996e-02
  5.96284807e-01  5.36642790e-01 -8.26612413e-02]",bts ke chode
"[ 6.58809483e-01  7.13395000e-01 -2.47076798e-07  7.11982131e-01
  6.28953159e-01 -1.25119081e-02  7.37383604e-01  4.90504086e-01
 -3.27189192e-02  7.40547299e-01  3.67997706e-01 -4.80215959e-02
  7.54945517e-01  2.75508344e-01 -6.50215596e-02  7.70474911e-01
  5.35089731e-01 -6.85145855e-02  7.24757016e-01  3.93738061e-01
 -9.37785506e-02  6.93273902e-01  3.25570673e-01 -1.02809496e-01
  6.71392262e-01  2.73868322e-01 -1.09569095e-01  7.18070626e-01
  5.53408027e-01 -7.57686421e-02  6.71702206e-01  4.07229483e-01
 -9.80442613e-02  6.63733482e-01  4.38173413e-01 -9.03181806e-02
  6.74401700e-01  4.82593209e-01 -8.81028324e-02  6.61106527e-01
  5.66147208e-01 -8.10874477e-02  6.26850843e-01  4.33413059e-01
 -1.02099076e-01  6.21739447e-01  4.69131947e-01 -7.94981718e-02
  6.33524656e-01  5.11831939e-01 -6.55959696e-02  6.04971588e-01
  5.70108414e-01 -8.62362161e-02  5.87104321e-01  4.67507243e-01
 -1.02695577e-01  5.88269711e-01  5.00617504e-01 -8.88910219e-02
  5.97262383e-01  5.37931323e-01 -7.92887881e-02]",bts ke chode
"[ 6.59303308e-01  7.09999204e-01 -2.37159639e-07  7.10472345e-01
  6.24642968e-01 -1.18858814e-02  7.35691190e-01  4.86459732e-01
 -3.13005336e-02  7.39779413e-01  3.65490198e-01 -4.57131229e-02
  7.54046202e-01  2.73872524e-01 -6.18659407e-02  7.71495461e-01
  5.32213092e-01 -6.74362704e-02  7.27207243e-01  3.94110322e-01
 -9.22344252e-02  6.94717109e-01  3.26800883e-01 -1.02074161e-01
  6.69936001e-01  2.74362296e-01 -1.09432772e-01  7.18132734e-01
  5.50513208e-01 -7.44196624e-02  6.71502590e-01  4.06292260e-01
 -9.55537856e-02  6.64903343e-01  4.35875177e-01 -8.78297761e-02
  6.76042318e-01  4.79549497e-01 -8.57761726e-02  6.60641909e-01
  5.62615931e-01 -7.94403702e-02  6.26361191e-01  4.32308018e-01
 -9.84524116e-02  6.21753156e-01  4.66371030e-01 -7.59902149e-02
  6.33634031e-01  5.07338226e-01 -6.26440719e-02  6.05074525e-01
  5.65936029e-01 -8.43971223e-02  5.86915374e-01  4.65188950e-01
 -9.86252725e-02  5.87947607e-01  4.97846603e-01 -8.41690823e-02
  5.97075760e-01  5.34415185e-01 -7.45328665e-02]",bts ke chode
"[ 6.59053683e-01  7.13150144e-01 -2.44859535e-07  7.10425436e-01
  6.28232718e-01 -1.16168754e-02  7.35921383e-01  4.89231586e-01
 -3.08920778e-02  7.39794493e-01  3.68368745e-01 -4.52539772e-02
  7.52890885e-01  2.75673151e-01 -6.13194071e-02  7.70976782e-01
  5.33034265e-01 -6.77736402e-02  7.26147771e-01  3.94333839e-01
 -9.20770690e-02  6.94488227e-01  3.26487899e-01 -1.01094350e-01
  6.71713650e-01  2.73675323e-01 -1.08064726e-01  7.18462646e-01
  5.51377356e-01 -7.51349106e-02  6.70859396e-01  4.07891124e-01
 -9.63963270e-02  6.63828015e-01  4.37955946e-01 -8.82292688e-02
  6.75334573e-01  4.81574506e-01 -8.58184546e-02  6.61160707e-01
  5.63699961e-01 -8.04969594e-02  6.25714958e-01  4.33676273e-01
 -9.99361724e-02  6.20911062e-01  4.68581349e-01 -7.72463158e-02
  6.33294404e-01  5.09936213e-01 -6.36760965e-02  6.05427384e-01
  5.67407191e-01 -8.57422724e-02  5.86659491e-01  4.66703922e-01
 -1.00591049e-01  5.87173820e-01  4.99806643e-01 -8.63181651e-02
  5.96164525e-01  5.36744773e-01 -7.67180696e-02]",bts ke chode
"[ 6.56369686e-01  7.08670557e-01 -2.38545994e-07  7.09501386e-01
  6.23142064e-01 -1.09457467e-02  7.33436286e-01  4.85794783e-01
 -3.05951107e-02  7.35817075e-01  3.63857210e-01 -4.51177210e-02
  7.51262009e-01  2.75391281e-01 -6.14466108e-02  7.68968165e-01
  5.32613158e-01 -7.04965591e-02  7.26950526e-01  3.95559847e-01
 -9.64178815e-02  6.94524288e-01  3.26462507e-01 -1.07132092e-01
  6.67833388e-01  2.70750940e-01 -1.15165889e-01  7.13053107e-01
  5.49286485e-01 -7.84868822e-02  6.70821786e-01  4.02597606e-01
 -9.93982330e-02  6.65271103e-01  4.31255698e-01 -9.12257731e-02
  6.75790012e-01  4.74330306e-01 -8.92934576e-02  6.54479980e-01
  5.61135709e-01 -8.41620117e-02  6.25484824e-01  4.30282056e-01
 -1.01442583e-01  6.21901155e-01  4.62728381e-01 -7.74680972e-02
  6.32058501e-01  5.03216445e-01 -6.38831854e-02  5.98298967e-01
  5.65559149e-01 -8.99411142e-02  5.83816946e-01  4.64286059e-01
 -1.01882473e-01  5.86603284e-01  4.94164377e-01 -8.58505517e-02
  5.94606400e-01  5.29092669e-01 -7.57835209e-02]",bts ke chode
"[ 6.59357190e-01  7.05280304e-01 -2.46251602e-07  7.07799911e-01
  6.16325378e-01 -1.34124095e-02  7.30325699e-01  4.77424145e-01
 -3.43384258e-02  7.35643566e-01  3.55655730e-01 -4.88999635e-02
  7.52917051e-01  2.65021890e-01 -6.53788969e-02  7.64999628e-01
  5.24917960e-01 -7.65693858e-02  7.19375432e-01  3.88047695e-01
 -1.00077510e-01  6.86586857e-01  3.21678966e-01 -1.07591487e-01
  6.60995364e-01  2.67439783e-01 -1.14016041e-01  7.13327825e-01
  5.43319643e-01 -8.21743309e-02  6.62249327e-01  4.03202027e-01
 -1.00369498e-01  6.56553686e-01  4.34775472e-01 -8.87436494e-02
  6.68154836e-01  4.77202237e-01 -8.55333731e-02  6.57022953e-01
  5.55959284e-01 -8.54601339e-02  6.18973494e-01  4.30706084e-01
 -1.01492733e-01  6.14972115e-01  4.67460245e-01 -7.66752958e-02
  6.27395391e-01  5.06814063e-01 -6.34479523e-02  6.02717102e-01
  5.60669124e-01 -8.88586715e-02  5.81111908e-01  4.67365623e-01
 -1.01577826e-01  5.82155704e-01  5.01666069e-01 -8.69135559e-02
  5.91529846e-01  5.34601212e-01 -7.82349184e-02]",bts ke chode
"[ 6.58843637e-01  7.04539239e-01 -2.67554810e-07  7.11145401e-01
  6.17323160e-01 -9.02937446e-03  7.32734740e-01  4.80237544e-01
 -2.73961872e-02  7.36121953e-01  3.58745873e-01 -4.09756526e-02
  7.52178431e-01  2.67927796e-01 -5.62492833e-02  7.66550601e-01
  5.19696176e-01 -6.73031434e-02  7.21250355e-01  3.82716864e-01
 -9.03275609e-02  6.87507629e-01  3.18884492e-01 -9.84206796e-02
  6.59420669e-01  2.69524455e-01 -1.04307115e-01  7.12899685e-01
  5.38175225e-01 -7.44220018e-02  6.63553536e-01  4.02919590e-01
 -9.10313800e-02  6.59591973e-01  4.33373690e-01 -8.04582313e-02
  6.72425389e-01  4.74318534e-01 -7.75119215e-02  6.55473471e-01
  5.51950991e-01 -7.92795420e-02  6.20428383e-01  4.31787282e-01
 -9.38146487e-02  6.17760718e-01  4.66978341e-01 -7.01773092e-02
  6.30515814e-01  5.04467785e-01 -5.74878864e-02  6.00423098e-01
  5.58197260e-01 -8.40122849e-02  5.81958592e-01  4.67951596e-01
 -9.47604850e-02  5.84053278e-01  5.01482606e-01 -7.96638653e-02
  5.93215048e-01  5.33955097e-01 -7.04397187e-02]",bts ke chode
